,activity_day,workout_type,distance,time,calories,total_steps,avg_speed,avg_cadence,max_cadence,avg_pace,max_pace,min_pace,avg_heart_rate,max_heart_rate,min_heart_rate,vo2_max(%),aerobic(%),anaerobic(%),intensive(%),light(%)
198,2022-01-09,Outdoor Cycling,7.15,112,445,,19.68,123.78,253.36,nan,nan,nan,130.5,177.0,84,36,45,15,11,91
199,2022-01-09,Trekking,3.63,38,267,5028.0,18.86,69.4,98.1,07:55,24:45,07:45,106.0,124.0,88,4,50,0,57,60
200,2022-01-09,Freestyle,1.49,44,94,,28.73,112.23,200.44,nan,nan,nan,111.5,122.0,101,14,28,2,44,4
201,2022-01-09,Freestyle,5.77,22,99,,5.88,106.97,94.3,nan,nan,nan,106.0,122.0,90,19,28,2,40,72
202,2022-01-09,Pool Swimming,3.43,83,415,,4.48,109.25,196.63,nan,nan,nan,131.5,175.0,88,27,20,15,50,41
203,2022-01-09,Cricket,1.65,106,361,3444.0,3.14,146.81,205.46,07:015,22:02,07:02,91.5,92.0,91,20,40,10,58,50
204,2022-01-09,Trekking,7.15,82,388,5028.0,20.49,93.0,294.92,07:55,24:45,07:45,115.0,124.0,106,23,50,0,52,29
205,2022-01-10,Cricket,3.11,24,239,3444.0,9.19,82.76,292.23,07:015,22:02,07:02,89.5,92.0,87,9,40,10,38,44
206,2022-01-10,Outdoor Running,5.99,20,384,7618.0,7.21,92.43,340.88,06:44,27:44,06:15,143.5,190.0,97,21,0,71,32,58
207,2022-01-10,Open Water,5.33,53,195,,33.36,162.52,51.4,nan,nan,nan,137.0,166.0,108,24,0,5,23,57
208,2022-01-10,Outdoor Cycling,9.1,51,540,,11.9,151.3,317.94,nan,nan,nan,132.0,177.0,87,45,45,15,65,57
209,2022-01-10,Trail Run,3.12,39,367,2790.0,21.39,87.2,101.0,06:48,25:50,06:20,137.5,188.0,87,13,0,80,64,94
210,2022-01-10,Treadmill,1.2,66,398,4550.0,13.88,54.1,138.71,07:59,27:58,07:58,92.5,105.0,80,29,26,7,23,86
211,2022-01-10,Outdoor Running,2.9,54,491,7618.0,38.3,184.41,220.23,06:44,27:44,06:15,146.0,190.0,102,33,0,71,15,35
212,2022-01-10,Outdoor Running,4.5,98,350,7618.0,32.83,183.71,274.57,06:44,27:44,06:15,143.0,190.0,96,1,0,71,14,92
213,2022-01-10,Trekking,2.98,38,404,5028.0,21.1,115.5,269.35,07:55,24:45,07:45,105.5,124.0,87,31,50,0,66,21
214,2022-01-10,Trail Run,7.63,59,87,2790.0,10.76,87.75,244.89,06:48,25:50,06:20,139.5,188.0,91,19,0,80,17,42
215,2022-01-10,Walking,4.36,99,125,1571.0,4.71,185.74,54.69,07:58,28:58,07:58,98.0,85.0,111,11,22,0,14,57
216,2022-01-10,Walking,4.32,20,242,1571.0,16.63,127.94,274.71,07:58,28:58,07:58,94.0,85.0,103,31,22,0,11,93
217,2022-01-10,Walking,8.48,42,239,1571.0,4.53,126.68,348.96,07:58,28:58,07:58,87.0,85.0,89,14,22,0,61,15
218,2022-01-10,Outdoor Cycling,3.42,24,256,,27.3,59.88,138.68,nan,nan,nan,132.5,177.0,88,15,45,15,10,8
219,2022-01-10,Pool Swimming,3.63,60,58,,31.95,99.33,124.87,nan,nan,nan,138.5,175.0,102,43,20,15,29,18
220,2022-01-10,Trail Run,1.51,48,388,2790.0,16.47,184.64,109.87,06:48,25:50,06:20,138.0,188.0,88,40,0,80,6,79
221,2022-01-11,Walking,3.95,93,222,1571.0,12.5,12.56,261.43,07:58,28:58,07:58,84.5,85.0,84,43,22,0,14,23
222,2022-01-11,Cricket,7.2,80,180,3444.0,2.68,149.15,163.6,07:015,22:02,07:02,95.0,92.0,98,22,40,10,45,33
223,2022-01-11,Pool Swimming,5.29,111,29,,28.9,128.8,217.79,nan,nan,nan,139.5,175.0,104,27,20,15,49,50
224,2022-01-11,Outdoor Cycling,2.49,96,417,,8.9,187.23,55.33,nan,nan,nan,130.0,177.0,83,4,45,15,33,84
225,2022-01-11,Treadmill,7.29,106,501,4550.0,29.78,156.72,263.38,07:59,27:58,07:58,95.0,105.0,85,39,26,7,67,74
226,2022-01-11,Outdoor Cycling,4.74,79,543,,13.83,90.9,323.83,nan,nan,nan,137.0,177.0,97,32,45,15,13,53
227,2022-01-11,Trekking,6.81,96,533,5028.0,22.34,182.11,273.27,07:55,24:45,07:45,117.5,124.0,111,20,50,0,60,92
228,2022-01-11,Walking,8.6,46,250,1571.0,35.46,198.3,275.88,07:58,28:58,07:58,93.5,85.0,102,37,22,0,25,15
229,2022-01-11,Trekking,5.4,59,166,5028.0,31.99,195.35,311.96,07:55,24:45,07:45,104.5,124.0,85,33,50,0,39,38
230,2022-01-11,Outdoor Cycling,9.68,40,15,,16.25,35.8,197.12,nan,nan,nan,131.0,177.0,85,30,45,15,19,56
231,2022-01-11,Trail Run,7.96,44,355,2790.0,33.47,16.54,100.87,06:48,25:50,06:20,134.5,188.0,81,42,0,80,14,51
232,2022-01-11,Walking,4.9,97,533,1571.0,31.25,168.66,178.38,07:58,28:58,07:58,97.0,85.0,109,41,22,0,55,77
233,2022-01-11,Outdoor Cycling,7.1,101,542,,23.11,180.24,121.6,nan,nan,nan,132.0,177.0,87,18,45,15,11,75
234,2022-01-11,Open Water,8.87,26,354,,14.59,107.52,105.68,nan,nan,nan,135.0,166.0,104,44,0,5,45,69
235,2022-01-11,Freestyle,4.53,96,213,,12.57,159.45,235.7,nan,nan,nan,103.5,122.0,85,20,28,2,43,74
236,2022-01-11,Outdoor Cycling,9.13,119,99,,35.68,86.28,239.43,nan,nan,nan,139.0,177.0,101,30,45,15,49,24
237,2022-01-11,Outdoor Running,2.42,53,152,7618.0,7.97,156.86,284.99,06:44,27:44,06:15,139.5,190.0,89,13,0,71,9,38
238,2022-01-11,Open Water,5.6,40,328,,24.11,99.71,262.24,nan,nan,nan,130.5,166.0,95,26,0,5,43,45
239,2022-01-11,Outdoor Running,8.85,55,101,7618.0,30.1,110.47,145.59,06:44,27:44,06:15,148.5,190.0,107,31,0,71,32,90
240,2022-01-11,Open Water,9.75,95,426,,6.92,33.89,221.76,nan,nan,nan,131.5,166.0,97,30,0,5,67,31
241,2022-01-11,Outdoor Cycling,9.43,65,474,,17.66,87.56,339.75,nan,nan,nan,143.0,177.0,109,7,45,15,44,21
242,2022-01-11,Trail Run,7.2,50,191,2790.0,27.77,119.92,321.97,06:48,25:50,06:20,138.0,188.0,88,25,0,80,50,6
243,2022-01-12,Walking,7.9,39,75,1571.0,11.23,67.0,187.88,07:58,28:58,07:58,92.5,85.0,100,34,22,0,33,12
244,2022-01-12,Trail Run,2.78,102,185,2790.0,17.99,166.73,193.87,06:48,25:50,06:20,139.5,188.0,91,2,0,80,40,52
245,2022-01-12,Cricket,8.69,57,208,3444.0,6.5,192.1,115.99,07:015,22:02,07:02,96.5,92.0,101,28,40,10,44,47
246,2022-01-12,Cricket,2.8,116,146,3444.0,2.92,114.42,191.44,07:015,22:02,07:02,99.5,92.0,107,17,40,10,61,92
247,2022-01-12,Outdoor Cycling,5.57,103,301,,8.47,111.94,168.82,nan,nan,nan,134.5,177.0,92,35,45,15,11,19
248,2022-01-12,Outdoor Running,2.85,79,301,7618.0,32.8,128.22,269.7,06:44,27:44,06:15,142.5,190.0,95,25,0,71,23,84
249,2022-01-12,Outdoor Cycling,9.12,40,129,,23.98,98.18,108.55,nan,nan,nan,132.5,177.0,88,1,45,15,54,27
250,2022-01-12,Outdoor Cycling,1.21,104,207,,2.25,127.86,331.13,nan,nan,nan,128.5,177.0,80,15,45,15,9,61
251,2022-01-12,Freestyle,4.75,93,498,,22.22,101.65,105.38,nan,nan,nan,101.5,122.0,81,39,28,2,35,80
252,2022-01-12,Outdoor Running,5.77,33,493,7618.0,34.4,189.6,324.75,06:44,27:44,06:15,136.0,190.0,82,23,0,71,50,85
253,2022-01-12,Walking,2.9,32,208,1571.0,37.69,116.31,337.74,07:58,28:58,07:58,98.0,85.0,111,17,22,0,41,18
254,2022-01-12,Trekking,2.39,117,280,5028.0,27.8,35.73,65.13,07:55,24:45,07:45,116.0,124.0,108,22,50,0,53,89
255,2022-01-12,Pool Swimming,9.36,76,211,,24.24,119.58,130.42,nan,nan,nan,137.0,175.0,99,33,20,15,30,16
256,2022-01-12,Outdoor Cycling,5.4,82,57,,16.41,101.21,303.78,nan,nan,nan,141.5,177.0,106,12,45,15,40,100
257,2022-01-12,Pool Swimming,1.31,117,363,,20.45,25.63,201.5,nan,nan,nan,129.0,175.0,83,4,20,15,30,56
258,2022-01-12,Outdoor Running,2.96,46,549,7618.0,5.66,126.73,296.72,06:44,27:44,06:15,140.5,190.0,91,45,0,71,43,43
259,2022-01-12,Trail Run,5.4,115,120,2790.0,25.78,23.58,57.72,06:48,25:50,06:20,138.5,188.0,89,29,0,80,67,68
260,2022-01-12,Treadmill,9.2,100,188,4550.0,15.61,150.0,256.37,07:59,27:58,07:58,101.5,105.0,98,5,26,7,59,9
261,2022-01-12,Open Water,3.1,45,405,,31.67,76.42,119.65,nan,nan,nan,135.0,166.0,104,45,0,5,66,73
262,2022-01-12,Walking,2.75,117,248,1571.0,2.87,21.26,93.92,07:58,28:58,07:58,88.0,85.0,91,15,22,0,60,17
263,2022-01-12,Outdoor Cycling,3.7,81,260,,12.69,191.56,198.26,nan,nan,nan,136.5,177.0,96,14,45,15,53,5
264,2022-01-13,Cricket,8.41,117,78,3444.0,19.64,47.26,137.46,07:015,22:02,07:02,87.5,92.0,83,17,40,10,42,85
265,2022-01-13,Cricket,3.58,93,370,3444.0,5.8,147.8,204.88,07:015,22:02,07:02,99.5,92.0,107,38,40,10,33,62
266,2022-01-13,Cricket,8.56,63,407,3444.0,1.77,159.5,139.28,07:015,22:02,07:02,91.0,92.0,90,34,40,10,33,72
267,2022-01-13,Treadmill,1.81,78,256,4550.0,38.37,83.3,288.84,07:59,27:58,07:58,106.0,105.0,107,41,26,7,52,77
268,2022-01-13,Outdoor Running,3.58,41,118,7618.0,9.56,136.8,249.24,06:44,27:44,06:15,139.0,190.0,88,23,0,71,43,65
269,2022-01-13,Outdoor Cycling,4.53,39,325,,21.13,194.29,172.16,nan,nan,nan,135.5,177.0,94,26,45,15,35,65
270,2022-01-13,Pool Swimming,7.38,113,77,,10.28,49.12,328.99,nan,nan,nan,128.5,175.0,82,14,20,15,23,31
271,2022-01-13,Pool Swimming,6.85,67,207,,12.66,75.9,194.2,nan,nan,nan,132.5,175.0,90,6,20,15,12,35
272,2022-01-13,Trail Run,4.52,56,540,2790.0,26.78,119.15,93.23,06:48,25:50,06:20,140.0,188.0,92,19,0,80,43,7
273,2022-01-13,Trail Run,4.69,23,282,2790.0,25.86,199.78,104.41,06:48,25:50,06:20,143.0,188.0,98,14,0,80,55,7
274,2022-01-13,Indoor Cycling,3.3,104,227,,4.3,190.22,85.4,nan,nan,nan,96.0,90.0,102,0,32,0,29,64
275,2022-01-13,Indoor Cycling,2.9,80,454,,16.34,13.28,106.7,nan,nan,nan,88.0,90.0,86,21,32,0,33,83
276,2022-01-13,Walking,6.51,29,209,1571.0,19.72,149.94,275.67,07:58,28:58,07:58,94.5,85.0,104,17,22,0,65,16
277,2022-01-13,Freestyle,4.86,77,229,,16.13,39.92,93.16,nan,nan,nan,116.0,122.0,110,29,28,2,19,82
278,2022-01-13,Pool Swimming,4.39,117,234,,4.6,116.19,283.15,nan,nan,nan,139.0,175.0,103,37,20,15,37,25
279,2022-01-13,Pool Swimming,9.11,77,503,,24.4,141.48,118.87,nan,nan,nan,139.0,175.0,103,27,20,15,19,57
280,2022-01-13,Indoor Cycling,6.68,81,362,,10.29,149.63,127.42,nan,nan,nan,91.5,90.0,93,3,32,0,27,47
281,2022-01-13,Outdoor Running,8.7,86,89,7618.0,37.99,62.93,174.91,06:44,27:44,06:15,148.5,190.0,107,6,0,71,31,64
282,2022-01-13,Open Water,2.14,62,417,,17.79,127.4,64.13,nan,nan,nan,133.5,166.0,101,43,0,5,9,98
283,2022-01-13,Cricket,2.19,47,175,3444.0,6.46,13.73,133.15,07:015,22:02,07:02,88.0,92.0,84,32,40,10,9,69
284,2022-01-13,Pool Swimming,3.16,59,522,,25.71,14.3,301.44,nan,nan,nan,127.5,175.0,80,27,20,15,6,68
285,2022-01-13,Pool Swimming,9.1,104,374,,30.91,82.61,289.14,nan,nan,nan,132.5,175.0,90,28,20,15,65,30
286,2022-01-13,Freestyle,2.35,59,56,,38.41,158.61,256.89,nan,nan,nan,105.5,122.0,89,33,28,2,57,13
287,2022-01-13,Pool Swimming,8.73,99,191,,7.84,80.32,268.58,nan,nan,nan,131.0,175.0,87,12,20,15,5,4
288,2022-01-13,Open Water,3.87,66,33,,30.63,152.18,275.28,nan,nan,nan,138.0,166.0,110,41,0,5,42,60
289,2022-01-13,Walking,1.84,47,301,1571.0,26.51,148.75,121.83,07:58,28:58,07:58,86.0,85.0,87,16,22,0,58,96
290,2022-01-13,Trekking,4.39,54,412,5028.0,31.86,100.5,106.62,07:55,24:45,07:45,112.0,124.0,100,13,50,0,34,94
291,2022-01-13,Treadmill,2.6,89,248,4550.0,16.72,178.1,57.3,07:59,27:58,07:58,100.0,105.0,95,13,26,7,44,36
292,2022-01-13,Open Water,3.73,38,45,,7.6,83.4,169.55,nan,nan,nan,131.5,166.0,97,40,0,5,22,68
293,2022-01-13,Trekking,5.25,102,308,5028.0,25.17,136.5,329.28,07:55,24:45,07:45,113.5,124.0,103,35,50,0,20,17
294,2022-01-13,Treadmill,6.16,120,397,4550.0,20.51,98.79,209.22,07:59,27:58,07:58,106.0,105.0,107,22,26,7,60,55
295,2022-01-14,Treadmill,4.91,31,326,4550.0,11.82,144.65,210.44,07:59,27:58,07:58,97.0,105.0,89,7,26,7,14,24
296,2022-01-14,Open Water,9.2,87,511,,33.14,89.31,106.83,nan,nan,nan,131.5,166.0,97,11,0,5,22,97
297,2022-01-14,Freestyle,5.5,80,425,,34.81,96.89,76.86,nan,nan,nan,102.0,122.0,82,26,28,2,48,32
298,2022-01-14,Indoor Cycling,2.76,92,200,,29.96,179.87,276.78,nan,nan,nan,99.5,90.0,109,3,32,0,59,47
299,2022-01-14,Cricket,3.25,82,190,3444.0,34.72,171.55,217.25,07:015,22:02,07:02,93.5,92.0,95,28,40,10,30,92
300,2022-01-14,Trekking,1.31,49,173,5028.0,32.89,138.5,111.1,07:55,24:45,07:45,102.5,124.0,81,16,50,0,57,25
301,2022-01-14,Outdoor Cycling,4.39,52,404,,1.25,100.11,282.35,nan,nan,nan,130.0,177.0,83,23,45,15,14,74
302,2022-01-14,Cricket,5.14,42,330,3444.0,19.2,10.38,176.12,07:015,22:02,07:02,92.5,92.0,93,44,40,10,28,73
303,2022-01-14,Freestyle,4.27,66,336,,30.67,70.44,341.27,nan,nan,nan,114.5,122.0,107,34,28,2,50,49
304,2022-01-14,Outdoor Cycling,2.51,52,414,,4.41,72.93,130.2,nan,nan,nan,139.0,177.0,101,35,45,15,46,19
305,2022-01-14,Walking,8.75,87,183,1571.0,8.76,117.96,106.72,07:58,28:58,07:58,86.5,85.0,88,1,22,0,49,22
306,2022-01-14,Trail Run,2.17,50,365,2790.0,3.86,168.54,179.33,06:48,25:50,06:20,146.0,188.0,104,7,0,80,51,3
307,2022-01-14,Outdoor Cycling,7.3,62,545,,36.61,82.58,247.49,nan,nan,nan,137.5,177.0,98,6,45,15,43,40
308,2022-01-14,Trekking,6.81,115,390,5028.0,23.31,89.84,183.79,07:55,24:45,07:45,116.5,124.0,109,36,50,0,24,61
309,2022-01-14,Cricket,7.34,33,292,3444.0,30.45,20.76,193.65,07:015,22:02,07:02,87.0,92.0,82,19,40,10,51,4
310,2022-01-14,Open Water,1.28,109,427,,33.38,136.41,191.81,nan,nan,nan,124.0,166.0,82,14,0,5,41,83
311,2022-01-14,Trekking,6.3,116,54,5028.0,26.53,198.85,77.41,07:55,24:45,07:45,111.5,124.0,99,18,50,0,27,71
312,2022-01-14,Cricket,5.74,43,473,3444.0,27.73,59.76,80.85,07:015,22:02,07:02,86.0,92.0,80,29,40,10,10,84
313,2022-01-14,Open Water,7.21,53,439,,29.51,34.76,263.86,nan,nan,nan,132.5,166.0,99,2,0,5,56,44
314,2022-01-14,Open Water,4.11,61,426,,7.79,166.83,108.47,nan,nan,nan,134.5,166.0,103,30,0,5,59,76
315,2022-01-14,Open Water,3.82,117,509,,37.94,171.16,89.23,nan,nan,nan,123.5,166.0,81,25,0,5,16,5
316,2022-01-14,Open Water,8.13,71,394,,38.8,117.4,319.61,nan,nan,nan,126.5,166.0,87,26,0,5,33,47
317,2022-01-14,Walking,2.8,69,332,1571.0,31.43,141.12,63.22,07:58,28:58,07:58,91.0,85.0,97,39,22,0,29,70
318,2022-01-14,Trail Run,4.16,101,134,2790.0,22.9,186.87,131.63,06:48,25:50,06:20,137.5,188.0,87,1,0,80,5,16
319,2022-01-14,Walking,2.66,69,478,1571.0,21.93,124.52,238.3,07:58,28:58,07:58,84.0,85.0,83,8,22,0,21,51
320,2022-01-14,Outdoor Running,7.26,83,29,7618.0,29.91,199.29,72.1,06:44,27:44,06:15,139.5,190.0,89,9,0,71,36,14
321,2022-01-14,Trail Run,7.7,116,476,2790.0,37.7,131.4,150.71,06:48,25:50,06:20,147.5,188.0,107,8,0,80,37,70
322,2022-01-14,Outdoor Cycling,2.76,62,363,,1.39,91.61,105.8,nan,nan,nan,130.5,177.0,84,5,45,15,28,35
323,2022-01-14,Freestyle,7.69,91,128,,22.5,43.93,189.16,nan,nan,nan,102.0,122.0,82,24,28,2,11,24
324,2022-01-14,Treadmill,9.31,112,156,4550.0,25.89,123.16,245.37,07:59,27:58,07:58,99.0,105.0,93,28,26,7,54,58
325,2022-01-15,Trekking,8.87,93,116,5028.0,35.7,71.6,235.39,07:55,24:45,07:45,103.0,124.0,82,44,50,0,26,88
326,2022-01-15,Outdoor Cycling,6.82,21,405,,16.68,44.28,297.3,nan,nan,nan,140.5,177.0,104,26,45,15,11,60
327,2022-01-15,Indoor Cycling,1.94,62,348,,4.91,34.78,315.35,nan,nan,nan,98.5,90.0,107,1,32,0,55,4
328,2022-01-15,Trekking,7.13,43,499,5028.0,30.52,68.72,75.37,07:55,24:45,07:45,117.5,124.0,111,21,50,0,9,47
329,2022-01-15,Outdoor Running,2.84,40,404,7618.0,9.41,65.1,338.32,06:44,27:44,06:15,143.0,190.0,96,27,0,71,7,85
330,2022-01-15,Cricket,2.27,115,499,3444.0,24.75,120.8,176.92,07:015,22:02,07:02,95.0,92.0,98,11,40,10,56,23
331,2022-01-15,Walking,8.37,57,249,1571.0,28.2,198.91,254.81,07:58,28:58,07:58,97.0,85.0,109,43,22,0,34,81
332,2022-01-15,Walking,2.8,45,364,1571.0,17.66,55.96,160.74,07:58,28:58,07:58,83.5,85.0,82,33,22,0,37,82
333,2022-01-15,Treadmill,3.14,109,214,4550.0,1.43,70.13,308.12,07:59,27:58,07:58,106.5,105.0,108,4,26,7,39,28
334,2022-01-15,Cricket,9.71,43,281,3444.0,7.5,21.23,213.6,07:015,22:02,07:02,88.5,92.0,85,40,40,10,44,79
335,2022-01-15,Trail Run,2.21,78,131,2790.0,21.99,178.21,51.99,06:48,25:50,06:20,144.0,188.0,100,28,0,80,59,91
336,2022-01-15,Pool Swimming,4.75,118,158,,16.3,160.62,252.48,nan,nan,nan,129.5,175.0,84,32,20,15,23,46
337,2022-01-15,Indoor Cycling,4.83,86,93,,26.7,86.29,273.14,nan,nan,nan,93.0,90.0,96,3,32,0,42,64
338,2022-01-15,Walking,3.74,81,341,1571.0,6.12,183.89,125.44,07:58,28:58,07:58,87.0,85.0,89,17,22,0,10,14
339,2022-01-15,Pool Swimming,9.88,80,246,,7.2,63.36,312.42,nan,nan,nan,142.5,175.0,110,35,20,15,30,38
340,2022-01-15,Outdoor Running,4.25,118,434,7618.0,31.1,196.45,306.63,06:44,27:44,06:15,149.5,190.0,109,14,0,71,29,2
341,2022-01-15,Freestyle,7.1,59,298,,38.23,70.56,289.8,nan,nan,nan,106.0,122.0,90,34,28,2,57,59
342,2022-01-15,Indoor Cycling,7.12,77,346,,27.17,117.28,305.75,nan,nan,nan,89.0,90.0,88,25,32,0,53,2
343,2022-01-15,Trekking,7.6,33,287,5028.0,14.79,108.18,217.64,07:55,24:45,07:45,115.5,124.0,107,35,50,0,19,24
344,2022-01-15,Treadmill,1.83,43,81,4550.0,9.67,158.3,343.11,07:59,27:58,07:58,108.0,105.0,111,41,26,7,20,67
345,2022-01-15,Trekking,7.37,118,258,5028.0,21.81,172.62,214.9,07:55,24:45,07:45,105.5,124.0,87,8,50,0,58,45
346,2022-01-16,Outdoor Cycling,5.9,107,528,,38.38,95.18,73.9,nan,nan,nan,133.5,177.0,90,14,45,15,14,45
347,2022-01-16,Indoor Cycling,1.29,53,511,,2.66,43.35,199.65,nan,nan,nan,100.5,90.0,111,35,32,0,64,74
348,2022-01-16,Outdoor Running,3.3,83,106,7618.0,5.29,132.75,155.81,06:44,27:44,06:15,149.0,190.0,108,9,0,71,67,29
349,2022-01-16,Freestyle,5.78,111,196,,3.74,86.47,248.54,nan,nan,nan,107.0,122.0,92,34,28,2,22,53
350,2022-01-16,Indoor Cycling,8.24,65,536,,2.2,20.8,70.54,nan,nan,nan,88.5,90.0,87,11,32,0,18,54
351,2022-01-16,Outdoor Running,3.91,58,419,7618.0,37.6,85.74,343.43,06:44,27:44,06:15,143.0,190.0,96,35,0,71,61,48
352,2022-01-16,Treadmill,5.1,69,248,4550.0,7.35,138.19,246.19,07:59,27:58,07:58,94.0,105.0,83,3,26,7,59,37
353,2022-01-16,Walking,1.36,57,46,1571.0,25.34,143.37,64.24,07:58,28:58,07:58,84.0,85.0,83,5,22,0,10,10
354,2022-01-16,Open Water,6.37,42,225,,12.38,126.34,329.54,nan,nan,nan,136.0,166.0,106,3,0,5,23,88
355,2022-01-16,Walking,9.77,40,35,1571.0,18.46,12.14,63.68,07:58,28:58,07:58,89.5,85.0,94,31,22,0,19,42
356,2022-01-16,Open Water,3.21,20,506,,37.86,181.55,171.28,nan,nan,nan,130.0,166.0,94,7,0,5,42,83
357,2022-01-16,Outdoor Cycling,4.5,48,195,,30.53,105.12,79.1,nan,nan,nan,136.0,177.0,95,27,45,15,43,78
358,2022-01-16,Cricket,8.33,101,121,3444.0,14.28,117.21,196.82,07:015,22:02,07:02,92.5,92.0,93,13,40,10,62,78
359,2022-01-16,Pool Swimming,3.12,70,319,,17.1,156.28,107.47,nan,nan,nan,138.0,175.0,101,0,20,15,35,59
360,2022-01-16,Outdoor Cycling,3.56,94,525,,14.68,168.64,228.17,nan,nan,nan,128.5,177.0,80,18,45,15,22,85
361,2022-01-16,Trail Run,6.37,60,196,2790.0,25.46,132.68,208.32,06:48,25:50,06:20,146.5,188.0,105,11,0,80,52,89
362,2022-01-16,Treadmill,9.98,77,81,4550.0,36.8,23.82,222.7,07:59,27:58,07:58,106.5,105.0,108,10,26,7,39,15
363,2022-01-16,Pool Swimming,8.35,91,36,,37.26,67.31,323.72,nan,nan,nan,130.5,175.0,86,41,20,15,15,16
364,2022-01-17,Indoor Cycling,5.99,114,402,,20.8,67.63,177.6,nan,nan,nan,100.5,90.0,111,29,32,0,58,24
365,2022-01-17,Treadmill,2.34,58,518,4550.0,34.14,34.2,78.43,07:59,27:58,07:58,93.0,105.0,81,43,26,7,51,21
366,2022-01-17,Pool Swimming,6.38,78,94,,4.53,180.54,152.68,nan,nan,nan,131.5,175.0,88,11,20,15,41,69
367,2022-01-17,Freestyle,8.1,28,339,,9.14,58.22,71.43,nan,nan,nan,115.5,122.0,109,39,28,2,7,79
368,2022-01-17,Outdoor Cycling,1.78,72,67,,22.42,117.72,135.99,nan,nan,nan,141.5,177.0,106,8,45,15,26,79
369,2022-01-17,Walking,9.31,82,455,1571.0,14.68,190.3,188.73,07:58,28:58,07:58,97.0,85.0,109,25,22,0,64,33
370,2022-01-17,Outdoor Running,2.28,43,49,7618.0,2.29,32.6,75.3,06:44,27:44,06:15,138.0,190.0,86,26,0,71,67,54
371,2022-01-17,Treadmill,7.2,90,327,4550.0,20.86,68.7,82.66,07:59,27:58,07:58,104.5,105.0,104,22,26,7,38,26
372,2022-01-17,Outdoor Running,9.93,77,475,7618.0,21.11,26.7,145.72,06:44,27:44,06:15,143.0,190.0,96,11,0,71,9,15
373,2022-01-17,Treadmill,4.7,120,358,4550.0,13.16,85.4,140.0,07:59,27:58,07:58,103.0,105.0,101,41,26,7,14,36
374,2022-01-17,Walking,9.43,20,331,1571.0,35.11,107.89,107.17,07:58,28:58,07:58,96.5,85.0,108,33,22,0,24,75
375,2022-01-17,Treadmill,6.86,116,332,4550.0,17.84,33.89,327.57,07:59,27:58,07:58,100.0,105.0,95,33,26,7,64,13
376,2022-01-17,Outdoor Cycling,1.85,114,334,,4.53,145.5,160.72,nan,nan,nan,140.5,177.0,104,16,45,15,63,51
377,2022-01-17,Pool Swimming,1.88,40,307,,13.12,138.11,220.47,nan,nan,nan,127.5,175.0,80,17,20,15,41,23
378,2022-01-17,Outdoor Running,2.93,52,278,7618.0,14.48,29.55,169.43,06:44,27:44,06:15,140.0,190.0,90,45,0,71,58,67
379,2022-01-17,Open Water,4.95,117,484,,38.14,46.1,65.91,nan,nan,nan,125.0,166.0,84,21,0,5,40,9
380,2022-01-17,Open Water,2.6,69,527,,36.41,165.2,265.2,nan,nan,nan,125.0,166.0,84,30,0,5,7,8
381,2022-01-17,Trail Run,8.65,57,539,2790.0,23.37,87.25,111.79,06:48,25:50,06:20,149.5,188.0,111,16,0,80,32,50
382,2022-01-17,Walking,2.63,86,243,1571.0,14.88,160.24,204.92,07:58,28:58,07:58,97.0,85.0,109,2,22,0,29,74
383,2022-01-17,Trekking,5.0,53,72,5028.0,7.96,113.42,51.45,07:55,24:45,07:45,111.5,124.0,99,45,50,0,67,56
384,2022-01-17,Treadmill,5.23,48,331,4550.0,31.65,49.12,206.58,07:59,27:58,07:58,100.5,105.0,96,22,26,7,34,3
385,2022-01-17,Walking,6.52,28,440,1571.0,17.66,123.47,90.43,07:58,28:58,07:58,82.5,85.0,80,20,22,0,33,55
386,2022-01-17,Trail Run,6.53,54,89,2790.0,29.74,139.66,311.8,06:48,25:50,06:20,134.5,188.0,81,1,0,80,21,10
387,2022-01-17,Walking,7.19,102,404,1571.0,35.93,170.61,73.1,07:58,28:58,07:58,88.0,85.0,91,14,22,0,66,94
388,2022-01-17,Walking,7.15,60,204,1571.0,20.48,167.43,341.73,07:58,28:58,07:58,90.5,85.0,96,27,22,0,7,30
389,2022-01-18,Trail Run,5.74,102,272,2790.0,30.65,158.15,147.51,06:48,25:50,06:20,148.0,188.0,108,8,0,80,18,15
390,2022-01-18,Treadmill,9.44,120,261,4550.0,9.6,22.37,235.82,07:59,27:58,07:58,107.5,105.0,110,6,26,7,60,5
391,2022-01-18,Freestyle,8.3,114,472,,15.45,138.48,265.7,nan,nan,nan,101.0,122.0,80,13,28,2,28,80
392,2022-01-18,Trekking,9.94,82,152,5028.0,31.84,170.67,54.6,07:55,24:45,07:45,107.5,124.0,91,0,50,0,55,53
393,2022-01-18,Freestyle,1.91,103,343,,18.69,56.85,205.67,nan,nan,nan,113.0,122.0,104,24,28,2,35,20
394,2022-01-18,Freestyle,5.87,36,389,,37.8,146.81,234.15,nan,nan,nan,102.0,122.0,82,20,28,2,51,42
395,2022-01-18,Freestyle,9.32,27,526,,21.6,104.72,58.21,nan,nan,nan,115.5,122.0,109,5,28,2,47,14
396,2022-01-18,Freestyle,1.63,119,87,,24.8,184.72,327.59,nan,nan,nan,103.5,122.0,85,6,28,2,39,66
397,2022-01-18,Open Water,2.21,118,115,,18.59,18.18,346.86,nan,nan,nan,124.0,166.0,82,25,0,5,17,78
